,CASE_ID,ACTIVITY,RESOURCE,VALUE,TKIN_TIME
1463,LOT075_11,STEP_022,STEP_022/EQP_067_96,73.8,2017-08-25 12:00
1464,LOT075_11,STEP_043,STEP_043/EQP_030_24,73.8,2017-08-30 23:38
1465,LOT075_11,STEP_057,STEP_057/EQP_132_70,73.8,2017-09-04 14:53
1466,LOT075_11,STEP_059,STEP_059/EQP_134_46,73.8,2017-09-05 1:48
1467,LOT075_11,STEP_061,STEP_061/EQP_195_73,73.8,2017-09-05 10:29
1468,LOT075_11,STEP_082,STEP_082/EQP_241_47,73.8,2017-09-21 10:18
1469,LOT075_11,STEP_101,STEP_101/EQP_236_49,73.8,2017-09-29 0:53
1470,LOT075_12,STEP_017,STEP_017/EQP_198_16,40.0,2017-08-23 20:12
1471,LOT075_12,STEP_018,STEP_018/EQP_026_83,40.0,2017-08-24 4:27
1472,LOT075_12,STEP_020,STEP_020/EQP_037_63,40.0,2017-08-24 9:40
1473,LOT075_12,STEP_021,STEP_021/EQP_217_47,40.0,2017-08-24 19:20
1474,LOT075_12,STEP_022,STEP_022/EQP_067_97,40.0,2017-08-25 12:00
1475,LOT075_12,STEP_043,STEP_043/EQP_030_23,40.0,2017-08-30 23:38
1476,LOT075_12,STEP_057,STEP_057/EQP_132_71,40.0,2017-09-04 14:53
1477,LOT075_12,STEP_059,STEP_059/EQP_134_47,40.0,2017-09-05 1:48
1478,LOT075_12,STEP_061,STEP_061/EQP_195_72,40.0,2017-09-05 10:29
1479,LOT075_12,STEP_082,STEP_082/EQP_241_38,40.0,2017-09-21 10:18
1480,LOT075_12,STEP_101,STEP_101/EQP_236_48,40.0,2017-09-29 0:53
1481,LOT076_11,STEP_017,STEP_017/EQP_185_65,73.8,2017-08-23 21:23
1482,LOT076_11,STEP_018,STEP_018/EQP_032_84,73.8,2017-08-24 8:36
1483,LOT076_11,STEP_020,STEP_020/EQP_051_64,73.8,2017-08-24 14:28
1484,LOT076_11,STEP_021,STEP_021/EQP_215_120,73.8,2017-08-24 23:08
1485,LOT076_11,STEP_022,STEP_022/EQP_067_72,73.8,2017-08-25 18:40
1486,LOT076_11,STEP_043,STEP_043/EQP_030_24,73.8,2017-08-31 4:09
1487,LOT076_11,STEP_057,STEP_057/EQP_128_94,73.8,2017-09-04 13:13
1488,LOT076_11,STEP_059,STEP_059/EQP_132_118,73.8,2017-09-05 21:18
1489,LOT076_11,STEP_061,STEP_061/EQP_207_25,73.8,2017-09-06 3:00
1490,LOT076_11,STEP_082,STEP_082/EQP_239_47,73.8,2017-09-21 11:09
1491,LOT076_11,STEP_101,STEP_101/EQP_236_49,73.8,2017-09-27 14:58
1492,LOT076_12,STEP_017,STEP_017/EQP_185_64,40.0,2017-08-23 21:23
1493,LOT076_12,STEP_018,STEP_018/EQP_032_83,40.0,2017-08-24 8:36
1494,LOT076_12,STEP_020,STEP_020/EQP_051_63,40.0,2017-08-24 14:28
1495,LOT076_12,STEP_021,STEP_021/EQP_215_119,40.0,2017-08-24 23:08
1496,LOT076_12,STEP_022,STEP_022/EQP_067_73,40.0,2017-08-25 18:40
1497,LOT076_12,STEP_043,STEP_043/EQP_030_23,40.0,2017-08-31 4:09
1498,LOT076_12,STEP_057,STEP_057/EQP_128_95,40.0,2017-09-04 13:13
1499,LOT076_12,STEP_059,STEP_059/EQP_132_119,40.0,2017-09-05 21:18
1500,LOT076_12,STEP_061,STEP_061/EQP_207_24,40.0,2017-09-06 3:00
1501,LOT076_12,STEP_082,STEP_082/EQP_239_38,40.0,2017-09-21 11:09
1502,LOT076_12,STEP_101,STEP_101/EQP_236_48,40.0,2017-09-27 14:58
1503,LOT077_12,STEP_017,STEP_017/EQP_184_64,53.8,2017-08-24 11:28
1504,LOT077_12,STEP_018,STEP_018/EQP_039_83,53.8,2017-08-24 19:17
1505,LOT077_12,STEP_020,STEP_020/EQP_045_63,53.8,2017-08-25 3:21
1506,LOT077_12,STEP_021,STEP_021/EQP_213_71,53.8,2017-08-25 11:25
1507,LOT077_12,STEP_022,STEP_022/EQP_071_97,53.8,2017-08-26 1:35
1508,LOT077_12,STEP_043,STEP_043/EQP_049_42,53.8,2017-09-02 10:46
1509,LOT077_12,STEP_057,STEP_057/EQP_135_119,53.8,2017-09-05 11:31
1510,LOT077_12,STEP_059,STEP_059/EQP_134_119,53.8,2017-09-07 8:55
1511,LOT077_12,STEP_061,STEP_061/EQP_194_72,53.8,2017-09-07 16:27
1512,LOT077_12,STEP_082,STEP_082/EQP_241_15,53.8,2017-09-19 21:05
1513,LOT077_12,STEP_101,STEP_101/EQP_227_72,53.8,2017-09-27 7:45
1514,LOT078_11,STEP_017,STEP_017/EQP_189_17,38.8,2017-08-25 2:49
1515,LOT078_11,STEP_018,STEP_018/EQP_041_45,38.8,2017-08-25 9:08
1516,LOT078_11,STEP_020,STEP_020/EQP_036_106,38.8,2017-08-25 16:31
1517,LOT078_11,STEP_021,STEP_021/EQP_216_72,38.8,2017-08-25 23:45
1518,LOT078_11,STEP_022,STEP_022/EQP_069_24,38.8,2017-08-26 12:18
1519,LOT078_11,STEP_043,STEP_043/EQP_049_41,38.8,2017-09-04 2:21
1520,LOT078_11,STEP_057,STEP_057/EQP_135_46,38.8,2017-09-07 14:41
1521,LOT078_11,STEP_059,STEP_059/EQP_134_118,38.8,2017-09-08 12:14
1522,LOT078_11,STEP_061,STEP_061/EQP_207_73,38.8,2017-09-08 19:37
1523,LOT078_11,STEP_082,STEP_082/EQP_243_23,38.8,2017-09-19 14:07
1524,LOT078_11,STEP_101,STEP_101/EQP_225_73,38.8,2017-09-29 3:19
1525,LOT079_11,STEP_017,STEP_017/EQP_198_65,73.8,2017-08-24 13:03
1526,LOT079_11,STEP_018,STEP_018/EQP_034_84,73.8,2017-08-25 7:34
1527,LOT079_11,STEP_020,STEP_020/EQP_027_64,73.8,2017-08-25 14:45
1528,LOT079_11,STEP_021,STEP_021/EQP_211_96,73.8,2017-08-25 19:41
1529,LOT079_11,STEP_022,STEP_022/EQP_071_72,73.8,2017-08-26 8:43
1530,LOT079_11,STEP_043,STEP_043/EQP_043_70,73.8,2017-09-01 5:02
1531,LOT079_11,STEP_057,STEP_057/EQP_132_46,73.8,2017-09-05 0:53
1532,LOT079_11,STEP_059,STEP_059/EQP_134_46,73.8,2017-09-06 5:25
1533,LOT079_11,STEP_061,STEP_061/EQP_207_73,73.8,2017-09-06 12:47
1534,LOT079_11,STEP_082,STEP_082/EQP_241_47,73.8,2017-09-20 2:47
1535,LOT079_11,STEP_101,STEP_101/EQP_226_73,73.8,2017-09-27 6:32
1536,LOT079_12,STEP_017,STEP_017/EQP_198_64,40.0,2017-08-24 13:03
1537,LOT079_12,STEP_018,STEP_018/EQP_034_83,40.0,2017-08-25 7:34
1538,LOT079_12,STEP_020,STEP_020/EQP_027_63,40.0,2017-08-25 14:45
1539,LOT079_12,STEP_021,STEP_021/EQP_211_95,40.0,2017-08-25 19:41
1540,LOT079_12,STEP_022,STEP_022/EQP_071_73,40.0,2017-08-26 8:43
1541,LOT079_12,STEP_043,STEP_043/EQP_043_71,40.0,2017-09-01 5:02
1542,LOT079_12,STEP_057,STEP_057/EQP_132_47,40.0,2017-09-05 0:53
1543,LOT079_12,STEP_059,STEP_059/EQP_134_47,40.0,2017-09-06 5:25
1544,LOT079_12,STEP_061,STEP_061/EQP_207_72,40.0,2017-09-06 12:47
1545,LOT079_12,STEP_082,STEP_082/EQP_241_38,40.0,2017-09-20 2:47
1546,LOT079_12,STEP_101,STEP_101/EQP_226_72,40.0,2017-09-27 6:32
1547,LOT080_11,STEP_017,STEP_017/EQP_188_17,72.5,2017-08-26 2:04
1548,LOT080_11,STEP_018,STEP_018/EQP_039_45,72.5,2017-08-26 11:10
1549,LOT080_11,STEP_020,STEP_020/EQP_055_106,72.5,2017-08-26 18:17
1550,LOT080_11,STEP_021,STEP_021/EQP_214_72,72.5,2017-08-27 1:33
1551,LOT080_11,STEP_022,STEP_022/EQP_069_48,72.5,2017-08-27 16:44
1552,LOT080_11,STEP_043,STEP_043/EQP_044_25,72.5,2017-09-09 12:10
1553,LOT080_11,STEP_057,STEP_057/EQP_130_94,72.5,2017-09-12 3:56
1554,LOT080_11,STEP_059,STEP_059/EQP_131_46,72.5,2017-09-12 22:39
1555,LOT080_11,STEP_061,STEP_061/EQP_195_97,72.5,2017-09-13 6:53
1556,LOT080_11,STEP_082,STEP_082/EQP_240_14,72.5,2017-10-03 13:08
1557,LOT080_11,STEP_101,STEP_101/EQP_237_49,72.5,2017-10-08 22:24
1558,LOT080_12,STEP_017,STEP_017/EQP_188_16,53.8,2017-08-26 2:04
1559,LOT080_12,STEP_018,STEP_018/EQP_039_32,53.8,2017-08-26 11:10
1560,LOT080_12,STEP_020,STEP_020/EQP_055_105,53.8,2017-08-26 18:17
1561,LOT080_12,STEP_021,STEP_021/EQP_214_71,53.8,2017-08-27 1:33
1562,LOT080_12,STEP_022,STEP_022/EQP_069_49,53.8,2017-08-27 16:44
1563,LOT080_12,STEP_043,STEP_043/EQP_044_24,53.8,2017-09-09 12:10
1564,LOT080_12,STEP_057,STEP_057/EQP_130_95,53.8,2017-09-12 3:56
1565,LOT080_12,STEP_059,STEP_059/EQP_131_47,53.8,2017-09-12 22:39
1566,LOT080_12,STEP_061,STEP_061/EQP_195_96,53.8,2017-09-13 6:53
1567,LOT080_12,STEP_082,STEP_082/EQP_240_15,53.8,2017-10-03 13:08
1568,LOT080_12,STEP_101,STEP_101/EQP_237_48,53.8,2017-10-08 22:24
1569,LOT081_11,STEP_017,STEP_017/EQP_189_65,73.8,2017-08-23 23:17
1570,LOT081_11,STEP_018,STEP_018/EQP_056_84,73.8,2017-08-24 9:06
1571,LOT081_11,STEP_020,STEP_020/EQP_045_64,73.8,2017-08-24 16:49
1572,LOT081_11,STEP_021,STEP_021/EQP_211_48,73.8,2017-08-25 1:07
1573,LOT081_11,STEP_022,STEP_022/EQP_072_24,73.8,2017-08-25 20:57
1574,LOT081_11,STEP_043,STEP_043/EQP_030_105,73.8,2017-08-30 13:29
1575,LOT081_11,STEP_057,STEP_057/EQP_132_70,73.8,2017-09-03 18:03
1576,LOT081_11,STEP_059,STEP_059/EQP_134_70,73.8,2017-09-05 17:15
1577,LOT081_11,STEP_061,STEP_061/EQP_207_25,73.8,2017-09-06 0:31
1578,LOT081_11,STEP_082,STEP_082/EQP_241_14,73.8,2017-09-19 9:06
1579,LOT081_11,STEP_101,STEP_101/EQP_225_25,73.8,2017-09-25 4:26
1580,LOT081_12,STEP_017,STEP_017/EQP_189_64,40.0,2017-08-23 23:17
1581,LOT081_12,STEP_018,STEP_018/EQP_056_83,40.0,2017-08-24 9:06
1582,LOT081_12,STEP_020,STEP_020/EQP_045_63,40.0,2017-08-24 16:49
1583,LOT081_12,STEP_021,STEP_021/EQP_211_47,40.0,2017-08-25 1:07
1584,LOT081_12,STEP_022,STEP_022/EQP_072_25,40.0,2017-08-25 20:57
1585,LOT081_12,STEP_043,STEP_043/EQP_030_96,40.0,2017-08-30 13:29
1586,LOT081_12,STEP_057,STEP_057/EQP_132_71,40.0,2017-09-03 18:03
1587,LOT081_12,STEP_059,STEP_059/EQP_134_71,40.0,2017-09-05 17:15
1588,LOT081_12,STEP_061,STEP_061/EQP_207_24,40.0,2017-09-06 0:31
1589,LOT081_12,STEP_082,STEP_082/EQP_241_15,40.0,2017-09-19 9:06
1590,LOT081_12,STEP_101,STEP_101/EQP_225_24,40.0,2017-09-25 4:26
1591,LOT082_12,STEP_017,STEP_017/EQP_188_40,27.5,2017-08-24 20:42
1592,LOT082_12,STEP_018,STEP_018/EQP_047_32,27.5,2017-08-25 6:00
1593,LOT082_12,STEP_020,STEP_020/EQP_046_105,27.5,2017-08-25 12:55
1594,LOT082_12,STEP_021,STEP_021/EQP_212_47,27.5,2017-08-25 23:21
1595,LOT082_12,STEP_022,STEP_022/EQP_065_49,27.5,2017-08-26 9:30
1596,LOT082_12,STEP_043,STEP_043/EQP_043_97,27.5,2017-09-03 4:49
1597,LOT082_12,STEP_057,STEP_057/EQP_135_47,27.5,2017-09-07 2:22
1598,LOT082_12,STEP_059,STEP_059/EQP_134_119,27.5,2017-09-07 22:59
1599,LOT082_12,STEP_061,STEP_061/EQP_207_24,27.5,2017-09-08 3:53
1600,LOT082_12,STEP_082,STEP_082/EQP_239_15,27.5,2017-09-20 10:17
1601,LOT082_12,STEP_101,STEP_101/EQP_236_48,27.5,2017-09-27 0:27
1602,LOT083_12,STEP_017,STEP_017/EQP_189_64,27.5,2017-08-25 4:49
1603,LOT083_12,STEP_018,STEP_018/EQP_048_83,27.5,2017-08-26 3:47
1604,LOT083_12,STEP_020,STEP_020/EQP_036_63,27.5,2017-08-26 10:56
1605,LOT083_12,STEP_021,STEP_021/EQP_213_71,27.5,2017-08-26 16:58
1606,LOT083_12,STEP_022,STEP_022/EQP_069_26,27.5,2017-08-27 9:44
1607,LOT083_12,STEP_043,STEP_043/EQP_049_97,27.5,2017-09-04 14:28
1608,LOT083_12,STEP_057,STEP_057/EQP_135_71,27.5,2017-09-07 21:41
1609,LOT083_12,STEP_059,STEP_059/EQP_134_47,27.5,2017-09-08 12:14
1610,LOT083_12,STEP_061,STEP_061/EQP_195_120,27.5,2017-09-08 21:01
1611,LOT083_12,STEP_082,STEP_082/EQP_242_15,27.5,2017-09-19 4:16
1612,LOT083_12,STEP_101,STEP_101/EQP_225_48,27.5,2017-09-26 12:35
1613,LOT084_11,STEP_017,STEP_017/EQP_199_41,73.8,2017-08-25 6:09
1614,LOT084_11,STEP_018,STEP_018/EQP_026_84,73.8,2017-08-25 16:43
1615,LOT084_11,STEP_020,STEP_020/EQP_055_64,73.8,2017-08-26 0:04
1616,LOT084_11,STEP_021,STEP_021/EQP_214_120,73.8,2017-08-26 4:44
1617,LOT084_11,STEP_022,STEP_022/EQP_072_24,73.8,2017-08-26 19:04
1618,LOT084_11,STEP_043,STEP_043/EQP_030_52,73.8,2017-09-01 3:53
1619,LOT084_11,STEP_057,STEP_057/EQP_132_94,73.8,2017-09-05 0:53
1620,LOT084_11,STEP_059,STEP_059/EQP_131_118,73.8,2017-09-06 5:03
1621,LOT084_11,STEP_061,STEP_061/EQP_196_49,73.8,2017-09-06 13:20
1622,LOT084_11,STEP_082,STEP_082/EQP_240_47,73.8,2017-09-20 7:15
1623,LOT084_11,STEP_101,STEP_101/EQP_223_25,73.8,2017-09-27 21:55
1624,LOT084_12,STEP_017,STEP_017/EQP_199_40,40.0,2017-08-25 6:09
1625,LOT084_12,STEP_018,STEP_018/EQP_026_83,40.0,2017-08-25 16:43
1626,LOT084_12,STEP_020,STEP_020/EQP_055_63,40.0,2017-08-26 0:04
1627,LOT084_12,STEP_021,STEP_021/EQP_214_119,40.0,2017-08-26 4:44
1628,LOT084_12,STEP_022,STEP_022/EQP_072_25,40.0,2017-08-26 19:04
1629,LOT084_12,STEP_043,STEP_043/EQP_030_43,40.0,2017-09-01 3:53
1630,LOT084_12,STEP_057,STEP_057/EQP_132_95,40.0,2017-09-05 0:53
1631,LOT084_12,STEP_059,STEP_059/EQP_131_119,40.0,2017-09-06 5:03
1632,LOT084_12,STEP_061,STEP_061/EQP_196_48,40.0,2017-09-06 13:20
1633,LOT084_12,STEP_082,STEP_082/EQP_240_38,40.0,2017-09-20 7:15
1634,LOT084_12,STEP_101,STEP_101/EQP_223_24,40.0,2017-09-27 21:55
1635,LOT085_11,STEP_017,STEP_017/EQP_185_65,38.8,2017-08-25 0:31
1636,LOT085_11,STEP_018,STEP_018/EQP_047_84,38.8,2017-08-25 9:38
1637,LOT085_11,STEP_020,STEP_020/EQP_051_64,38.8,2017-08-25 17:18
1638,LOT085_11,STEP_021,STEP_021/EQP_214_120,38.8,2017-08-25 22:29
1639,LOT085_11,STEP_022,STEP_022/EQP_064_96,38.8,2017-08-26 11:13
1640,LOT085_11,STEP_043,STEP_043/EQP_049_96,38.8,2017-09-03 12:45
1641,LOT085_11,STEP_057,STEP_057/EQP_135_70,38.8,2017-09-07 2:22
1642,LOT085_11,STEP_059,STEP_059/EQP_134_70,38.8,2017-09-07 22:59
1643,LOT085_11,STEP_061,STEP_061/EQP_207_97,38.8,2017-09-08 3:53
1644,LOT085_11,STEP_082,STEP_082/EQP_240_47,38.8,2017-09-23 13:12
1645,LOT085_11,STEP_101,STEP_101/EQP_227_73,38.8,2017-10-02 23:35
1646,LOT085_12,STEP_017,STEP_017/EQP_185_64,53.8,2017-08-25 0:31
1647,LOT085_12,STEP_018,STEP_018/EQP_047_83,53.8,2017-08-25 9:38
1648,LOT085_12,STEP_020,STEP_020/EQP_051_63,53.8,2017-08-25 17:18
1649,LOT085_12,STEP_021,STEP_021/EQP_214_119,53.8,2017-08-25 22:29
1650,LOT085_12,STEP_022,STEP_022/EQP_064_97,53.8,2017-08-26 11:13
1651,LOT085_12,STEP_043,STEP_043/EQP_049_97,53.8,2017-09-03 12:45
1652,LOT085_12,STEP_057,STEP_057/EQP_135_71,53.8,2017-09-07 2:22
1653,LOT085_12,STEP_059,STEP_059/EQP_134_71,53.8,2017-09-07 22:59
1654,LOT085_12,STEP_061,STEP_061/EQP_207_96,53.8,2017-09-08 3:53
1655,LOT085_12,STEP_082,STEP_082/EQP_240_38,53.8,2017-09-23 13:12
1656,LOT085_12,STEP_101,STEP_101/EQP_227_72,53.8,2017-10-02 23:35
1657,LOT086_11,STEP_017,STEP_017/EQP_188_41,72.5,2017-08-23 10:59
1658,LOT086_11,STEP_018,STEP_018/EQP_050_84,72.5,2017-08-24 3:02
1659,LOT086_11,STEP_020,STEP_020/EQP_046_64,72.5,2017-08-24 10:44
1660,LOT086_11,STEP_021,STEP_021/EQP_215_48,72.5,2017-08-24 18:19
1661,LOT086_11,STEP_022,STEP_022/EQP_072_96,72.5,2017-08-25 6:41
1662,LOT086_11,STEP_043,STEP_043/EQP_043_96,72.5,2017-08-31 3:34
1663,LOT086_11,STEP_057,STEP_057/EQP_135_118,72.5,2017-09-04 16:41
1664,LOT086_11,STEP_059,STEP_059/EQP_134_46,72.5,2017-09-05 20:42
1665,LOT086_11,STEP_061,STEP_061/EQP_194_121,72.5,2017-09-06 2:26
1666,LOT086_11,STEP_082,STEP_082/EQP_240_47,72.5,2017-09-19 4:52
1667,LOT086_11,STEP_101,STEP_101/EQP_236_26,72.5,2017-09-27 0:27
1668,LOT086_12,STEP_017,STEP_017/EQP_188_40,27.5,2017-08-23 10:59
1669,LOT086_12,STEP_018,STEP_018/EQP_050_83,27.5,2017-08-24 3:02
1670,LOT086_12,STEP_020,STEP_020/EQP_046_63,27.5,2017-08-24 10:44
1671,LOT086_12,STEP_021,STEP_021/EQP_215_47,27.5,2017-08-24 18:19
1672,LOT086_12,STEP_022,STEP_022/EQP_072_97,27.5,2017-08-25 6:41
1673,LOT086_12,STEP_043,STEP_043/EQP_043_97,27.5,2017-08-31 3:34
1674,LOT086_12,STEP_057,STEP_057/EQP_135_119,27.5,2017-09-04 16:41
1675,LOT086_12,STEP_059,STEP_059/EQP_134_47,27.5,2017-09-05 20:42
1676,LOT086_12,STEP_061,STEP_061/EQP_194_120,27.5,2017-09-06 2:26
1677,LOT086_12,STEP_082,STEP_082/EQP_240_38,27.5,2017-09-19 4:52
1678,LOT086_12,STEP_101,STEP_101/EQP_236_25,27.5,2017-09-27 0:27
1679,LOT087_11,STEP_017,STEP_017/EQP_198_65,38.8,2017-08-24 17:45
1680,LOT087_11,STEP_018,STEP_018/EQP_048_84,38.8,2017-08-25 2:55
1681,LOT087_11,STEP_020,STEP_020/EQP_035_64,38.8,2017-08-25 7:20
1682,LOT087_11,STEP_021,STEP_021/EQP_215_48,38.8,2017-08-25 13:21
1683,LOT087_11,STEP_022,STEP_022/EQP_065_23,38.8,2017-08-26 2:21
1684,LOT087_11,STEP_043,STEP_043/EQP_043_96,38.8,2017-09-02 14:11
1685,LOT087_11,STEP_057,STEP_057/EQP_135_94,38.8,2017-09-05 11:31
1686,LOT087_11,STEP_059,STEP_059/EQP_134_70,38.8,2017-09-07 8:55
1687,LOT087_11,STEP_061,STEP_061/EQP_193_49,38.8,2017-09-07 15:15
1688,LOT087_11,STEP_082,STEP_082/EQP_243_45,38.8,2017-09-19 3:54
1689,LOT087_11,STEP_101,STEP_101/EQP_234_49,38.8,2017-09-27 0:04
1690,LOT087_12,STEP_017,STEP_017/EQP_198_64,26.3,2017-08-24 17:45
1691,LOT087_12,STEP_018,STEP_018/EQP_048_83,26.3,2017-08-25 2:55
1692,LOT087_12,STEP_020,STEP_020/EQP_035_63,26.3,2017-08-25 7:20
1693,LOT087_12,STEP_021,STEP_021/EQP_215_47,26.3,2017-08-25 13:21
1694,LOT087_12,STEP_022,STEP_022/EQP_065_24,26.3,2017-08-26 2:21
1695,LOT087_12,STEP_043,STEP_043/EQP_043_97,26.3,2017-09-02 14:11
1696,LOT087_12,STEP_057,STEP_057/EQP_135_95,26.3,2017-09-05 11:31
1697,LOT087_12,STEP_059,STEP_059/EQP_134_71,26.3,2017-09-07 8:55
1698,LOT087_12,STEP_061,STEP_061/EQP_193_48,26.3,2017-09-07 15:15
1699,LOT087_12,STEP_082,STEP_082/EQP_243_46,26.3,2017-09-19 3:54
1700,LOT087_12,STEP_101,STEP_101/EQP_234_48,26.3,2017-09-27 0:04
1701,LOT088_11,STEP_017,STEP_017/EQP_198_41,38.8,2017-08-24 22:26
1702,LOT088_11,STEP_018,STEP_018/EQP_047_45,38.8,2017-08-25 9:38
1703,LOT088_11,STEP_020,STEP_020/EQP_055_106,38.8,2017-08-25 16:30
1704,LOT088_11,STEP_021,STEP_021/EQP_212_24,38.8,2017-08-25 23:21
1705,LOT088_11,STEP_022,STEP_022/EQP_072_72,38.8,2017-08-26 10:49
1706,LOT088_11,STEP_043,STEP_043/EQP_043_70,38.8,2017-09-03 23:08
1707,LOT088_11,STEP_057,STEP_057/EQP_135_70,38.8,2017-09-07 14:41
1708,LOT088_11,STEP_059,STEP_059/EQP_127_70,38.8,2017-09-08 11:23
1709,LOT088_11,STEP_061,STEP_061/EQP_193_73,38.8,2017-09-08 19:54
1710,LOT088_11,STEP_082,STEP_082/EQP_242_14,38.8,2017-09-19 0:28
1711,LOT088_11,STEP_101,STEP_101/EQP_237_73,38.8,2017-09-28 7:54
1712,LOT088_12,STEP_017,STEP_017/EQP_198_40,27.5,2017-08-24 22:26
1713,LOT088_12,STEP_018,STEP_018/EQP_047_32,27.5,2017-08-25 9:38
1714,LOT088_12,STEP_020,STEP_020/EQP_055_105,27.5,2017-08-25 16:30
1715,LOT088_12,STEP_021,STEP_021/EQP_212_23,27.5,2017-08-25 23:21
1716,LOT088_12,STEP_022,STEP_022/EQP_072_73,27.5,2017-08-26 10:49
1717,LOT088_12,STEP_043,STEP_043/EQP_043_71,27.5,2017-09-03 23:08
1718,LOT088_12,STEP_057,STEP_057/EQP_135_71,27.5,2017-09-07 14:41
1719,LOT088_12,STEP_059,STEP_059/EQP_127_71,27.5,2017-09-08 11:23
1720,LOT088_12,STEP_061,STEP_061/EQP_193_72,27.5,2017-09-08 19:54
1721,LOT088_12,STEP_082,STEP_082/EQP_242_15,27.5,2017-09-19 0:28
1722,LOT088_12,STEP_101,STEP_101/EQP_237_72,27.5,2017-09-28 7:54
1723,LOT089_12,STEP_017,STEP_017/EQP_189_16,27.5,2017-08-25 4:49
1724,LOT089_12,STEP_018,STEP_018/EQP_039_83,27.5,2017-08-25 14:53
1725,LOT089_12,STEP_020,STEP_020/EQP_055_63,27.5,2017-08-25 20:41
1726,LOT089_12,STEP_021,STEP_021/EQP_215_95,27.5,2017-08-26 1:24
1727,LOT089_12,STEP_022,STEP_022/EQP_071_49,27.5,2017-08-26 22:56
1728,LOT089_12,STEP_043,STEP_043/EQP_028_105,27.5,2017-09-04 0:55
1729,LOT089_12,STEP_057,STEP_057/EQP_133_71,27.5,2017-09-07 8:47
1730,LOT089_12,STEP_059,STEP_059/EQP_130_119,27.5,2017-09-08 0:10
1731,LOT089_12,STEP_061,STEP_061/EQP_194_24,27.5,2017-09-08 10:29
1732,LOT089_12,STEP_082,STEP_082/EQP_239_38,27.5,2017-09-18 18:53
1733,LOT089_12,STEP_101,STEP_101/EQP_222_68,27.5,2017-09-25 16:20
1734,LOT090_11,STEP_017,STEP_017/EQP_199_41,73.8,2017-08-25 1:04
1735,LOT090_11,STEP_018,STEP_018/EQP_048_45,73.8,2017-08-25 17:10
1736,LOT090_11,STEP_020,STEP_020/EQP_031_106,73.8,2017-08-25 22:58
1737,LOT090_11,STEP_021,STEP_021/EQP_217_96,73.8,2017-08-26 7:02
1738,LOT090_11,STEP_022,STEP_022/EQP_071_96,73.8,2017-08-26 22:56
1739,LOT090_11,STEP_043,STEP_043/EQP_044_70,73.8,2017-09-02 1:05
1740,LOT090_11,STEP_057,STEP_057/EQP_133_70,73.8,2017-09-05 4:59
1741,LOT090_11,STEP_059,STEP_059/EQP_132_118,73.8,2017-09-06 6:57
1742,LOT090_11,STEP_061,STEP_061/EQP_196_25,73.8,2017-09-06 13:20
1743,LOT090_11,STEP_082,STEP_082/EQP_242_39,73.8,2017-09-20 8:00
1744,LOT090_11,STEP_101,STEP_101/EQP_226_49,73.8,2017-09-27 21:45
1745,LOT090_12,STEP_017,STEP_017/EQP_199_40,40.0,2017-08-25 1:04
1746,LOT090_12,STEP_018,STEP_018/EQP_048_32,40.0,2017-08-25 17:10
1747,LOT090_12,STEP_020,STEP_020/EQP_031_105,40.0,2017-08-25 22:58
1748,LOT090_12,STEP_021,STEP_021/EQP_217_95,40.0,2017-08-26 7:02
1749,LOT090_12,STEP_022,STEP_022/EQP_071_97,40.0,2017-08-26 22:56
1750,LOT090_12,STEP_043,STEP_043/EQP_044_71,40.0,2017-09-02 1:05
1751,LOT090_12,STEP_057,STEP_057/EQP_133_71,40.0,2017-09-05 4:59
1752,LOT090_12,STEP_059,STEP_059/EQP_132_119,40.0,2017-09-06 6:57
1753,LOT090_12,STEP_061,STEP_061/EQP_196_24,40.0,2017-09-06 13:20
1754,LOT090_12,STEP_082,STEP_082/EQP_242_40,40.0,2017-09-20 8:00
1755,LOT090_12,STEP_101,STEP_101/EQP_226_48,40.0,2017-09-27 21:45
1756,LOT091_11,STEP_017,STEP_017/EQP_188_42,73.8,2017-08-24 11:17
1757,LOT091_11,STEP_018,STEP_018/EQP_034_84,73.8,2017-08-25 6:34
1758,LOT091_11,STEP_020,STEP_020/EQP_027_64,73.8,2017-08-25 11:13
1759,LOT091_11,STEP_021,STEP_021/EQP_212_72,73.8,2017-08-25 16:51
1760,LOT091_11,STEP_022,STEP_022/EQP_072_96,73.8,2017-08-26 3:59
1761,LOT091_11,STEP_043,STEP_043/EQP_044_106,73.8,2017-08-31 2:55
1762,LOT091_11,STEP_057,STEP_057/EQP_131_46,73.8,2017-09-04 18:12
1763,LOT091_11,STEP_059,STEP_059/EQP_131_46,73.8,2017-09-05 21:34
1764,LOT091_11,STEP_061,STEP_061/EQP_197_97,73.8,2017-09-06 4:16
1765,LOT091_11,STEP_082,STEP_082/EQP_239_14,73.8,2017-09-19 20:28
1766,LOT091_11,STEP_101,STEP_101/EQP_236_25,73.8,2017-09-26 20:37
1767,LOT091_12,STEP_017,STEP_017/EQP_188_41,40.0,2017-08-24 11:17
1768,LOT091_12,STEP_018,STEP_018/EQP_034_83,40.0,2017-08-25 6:34
1769,LOT091_12,STEP_020,STEP_020/EQP_027_63,40.0,2017-08-25 11:13
1770,LOT091_12,STEP_021,STEP_021/EQP_212_71,40.0,2017-08-25 16:51
1771,LOT091_12,STEP_022,STEP_022/EQP_072_97,40.0,2017-08-26 3:59
1772,LOT091_12,STEP_043,STEP_043/EQP_044_105,40.0,2017-08-31 2:55
